question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
184,1,386.5,709.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
184,2,403.5,709.0,0.001636,0.0,0.005452,0.0,0.0,empty
184,3,420.5,709.0,0.0,0.0,0.0,0.0,0.0,empty
184,4,437.5,709.0,0.00109,0.0,0.003635,0.0,0.0,empty
185,1,386.5,722.0,0.0,0.0,0.0,0.0,0.0,empty
185,2,403.5,722.0,0.001291,0.0,0.004304,0.0,0.0,empty
185,3,420.5,722.0,0.0,0.0,0.0,0.0,0.0,empty
185,4,437.5,722.0,0.610531,0.609756,0.612339,0.609756,0.609756,candidate_marked
186,1,386.5,736.0,0.0,0.0,0.0,0.0,0.0,empty
186,2,403.5,736.0,0.001693,0.0,0.005643,0.0,0.0,empty
186,3,420.5,736.0,0.847647,0.853659,0.853945,0.829268,0.853659,candidate_marked
186,4,437.5,736.0,0.001148,0.0,0.003826,0.0,0.0,empty
187,1,386.5,749.0,0.845151,0.853659,0.845624,0.829268,0.853659,candidate_marked
187,2,403.5,749.0,0.001291,0.0,0.004304,0.0,0.0,empty
187,3,420.5,749.0,0.0,0.0,0.0,0.0,0.0,empty
187,4,437.5,749.0,0.000775,0.0,0.002582,0.0,0.0,empty
188,1,386.5,763.0,0.0,0.0,0.0,0.0,0.0,empty
188,2,403.5,763.0,0.683759,0.682927,0.685701,0.682927,0.682927,candidate_marked
188,3,420.5,763.0,0.0,0.0,0.0,0.0,0.0,empty
188,4,437.5,763.0,0.001234,0.0,0.004113,0.0,0.0,empty
189,1,386.5,776.0,0.0,0.0,0.0,0.0,0.0,empty
189,2,403.5,776.0,0.711076,0.707317,0.719847,0.707317,0.707317,candidate_marked
189,3,420.5,776.0,0.0,0.0,0.0,0.0,0.0,empty
189,4,437.5,776.0,0.000803,0.0,0.002678,0.0,0.0,empty
190,1,386.5,790.0,0.0,0.0,0.0,0.0,0.0,empty
190,2,403.5,790.0,0.618077,0.609756,0.637494,0.609756,0.609756,candidate_marked
190,3,420.5,790.0,0.0,0.0,0.0,0.0,0.0,empty
190,4,437.5,790.0,0.001291,0.0,0.004304,0.0,0.0,empty
191,1,386.5,803.0,0.0,0.0,0.0,0.0,0.0,empty
191,2,403.5,803.0,0.00132,0.0,0.0044,0.0,0.0,empty
191,3,420.5,803.0,0.0,0.0,0.0,0.0,0.0,empty
191,4,437.5,803.0,0.738651,0.731707,0.754854,0.731707,0.731707,candidate_marked
192,1,386.5,817.0,0.0,0.0,0.0,0.0,0.0,empty
192,2,403.5,817.0,0.638077,0.634146,0.64725,0.634146,0.634146,candidate_marked
192,3,420.5,817.0,0.0,0.0,0.0,0.0,0.0,empty
192,4,437.5,817.0,0.00132,0.0,0.0044,0.0,0.0,empty
193,1,386.5,830.0,0.0,0.0,0.0,0.0,0.0,empty
193,2,403.5,830.0,0.00132,0.0,0.0044,0.0,0.0,empty
193,3,420.5,830.0,0.0,0.0,0.0,0.0,0.0,empty
193,4,437.5,830.0,0.732568,0.731707,0.734577,0.731707,0.731707,candidate_marked
194,1,386.5,843.5,0.015255,0.0,0.05085,0.0,0.0,empty
194,2,403.5,843.5555555555555,0.690043,0.682927,0.706648,0.682927,0.682927,candidate_marked
194,3,420.5,843.5,0.015216,0.0,0.050719,0.0,0.0,empty
194,4,437.5,843.5,0.018824,0.0,0.062745,0.0,0.0,empty
195,1,386.5,857.0,0.0,0.0,0.0,0.0,0.0,empty
195,2,403.5,857.0,0.001435,0.0,0.004782,0.0,0.0,empty
195,3,420.5,857.0,0.899885,0.902439,0.893926,0.902439,0.902439,candidate_marked
195,4,437.5,857.0,0.000918,0.0,0.003061,0.0,0.0,empty
196,1,386.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
196,2,403.5,870.5,0.017471,0.0,0.058235,0.0,0.0,empty
196,3,420.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
196,4,437.5,870.5,0.612626,0.609756,0.619321,0.609756,0.609756,candidate_marked
197,1,386.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
197,2,403.5,884.0,0.708809,0.707317,0.712291,0.707317,0.707317,candidate_marked
197,3,420.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
197,4,437.5,884.0,0.000947,0.0,0.003156,0.0,0.0,empty
198,1,386.5,897.0,0.82802,0.829268,0.845433,0.804878,0.829268,candidate_marked
198,2,403.5,897.0,0.001291,0.0,0.004304,0.0,0.0,empty
198,3,420.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
198,4,437.5,897.0,0.000775,0.0,0.002582,0.0,0.0,empty
199,1,386.5,911.0,0.0,0.0,0.0,0.0,0.0,empty
199,2,403.5,911.0,0.001521,0.0,0.005069,0.0,0.0,empty
199,3,420.5,911.0,0.0,0.0,0.0,0.0,0.0,empty
199,4,437.5,911.0,0.747762,0.756098,0.748637,0.731707,0.756098,candidate_marked
200,1,386.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
200,2,403.5,924.0,0.001291,0.0,0.004304,0.0,0.0,empty
200,3,420.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
200,4,437.5,924.0,0.000775,0.0,0.002582,0.0,0.0,empty
201,1,481.5,264.0,0.757991,0.756098,0.76241,0.756098,0.756098,candidate_marked
201,2,499.0,264.0,0.0,0.0,0.0,0.0,0.0,empty
201,3,516.0,264.0,0.0,0.0,0.0,0.0,0.0,empty
201,4,533.0,264.0,0.0,0.0,0.0,0.0,0.0,empty
202,1,481.5,278.0,0.77934,0.780488,0.776662,0.780488,0.780488,candidate_marked
202,2,499.0,278.0,0.0,0.0,0.0,0.0,0.0,empty
202,3,516.0,278.0,0.0,0.0,0.0,0.0,0.0,empty
202,4,533.0,278.0,0.0,0.0,0.0,0.0,0.0,empty
203,1,481.5,291.0,0.760459,0.756098,0.770636,0.756098,0.756098,candidate_marked
203,2,499.0,291.0,0.0,0.0,0.0,0.0,0.0,empty
203,3,516.0,291.0,0.0,0.0,0.0,0.0,0.0,empty
203,4,533.0,291.0,0.0,0.0,0.0,0.0,0.0,empty
204,1,481.5,305.0,0.000373,0.0,0.001243,0.0,0.0,empty
204,2,498.9054054054054,305.0,0.760746,0.756098,0.771593,0.756098,0.756098,candidate_marked
204,3,516.0,305.0,0.0,0.0,0.0,0.0,0.0,empty
204,4,533.0,305.0,0.0,0.0,0.0,0.0,0.0,empty
205,1,481.5,318.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
205,2,498.9054054054054,318.0,0.710732,0.707317,0.718699,0.707317,0.707317,candidate_marked
205,3,516.0,318.0,0.0,0.0,0.0,0.0,0.0,empty
205,4,533.0,318.0,0.0,0.0,0.0,0.0,0.0,empty
206,1,481.5,332.0,0.000459,0.0,0.00153,0.0,0.0,empty
206,2,499.0,332.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
206,3,516.0,332.0,0.0,0.0,0.0,0.0,0.0,empty
206,4,533.0,331.8611111111111,0.772869,0.780488,0.775419,0.756098,0.780488,candidate_marked
207,1,481.5,345.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
207,2,499.0,345.0,0.0,0.0,0.0,0.0,0.0,empty
207,3,516.0,345.0,0.0,0.0,0.0,0.0,0.0,empty
207,4,533.0,345.0,0.809756,0.804878,0.821138,0.804878,0.804878,candidate_marked
208,1,481.5,358.5,0.015098,0.0,0.050327,0.0,0.0,empty
208,2,499.0,358.5,0.014882,0.0,0.049608,0.0,0.0,empty
208,3,516.0,358.5,0.014824,0.0,0.049412,0.0,0.0,empty
208,4,533.0,358.5,0.756098,0.756098,0.756098,0.756098,0.756098,candidate_marked
209,1,481.5,372.0,0.000143,0.0,0.000478,0.0,0.0,empty
209,2,498.9054054054054,372.0,0.731937,0.731707,0.732472,0.731707,0.731707,candidate_marked
209,3,516.0,372.0,0.0,0.0,0.0,0.0,0.0,empty
209,4,533.0,372.0,0.0,0.0,0.0,0.0,0.0,empty
210,1,481.5,385.5,0.017627,0.0,0.058758,0.0,0.0,empty
210,2,499.0,385.5,0.016157,0.0,0.053856,0.0,0.0,empty
210,3,516.0,385.5,0.015882,0.0,0.052941,0.0,0.0,empty
210,4,533.0,385.5,0.707547,0.707317,0.708082,0.707317,0.707317,candidate_marked
211,1,481.5,399.0,0.731879,0.731707,0.732281,0.731707,0.731707,candidate_marked
211,2,499.0,399.0,0.0,0.0,0.0,0.0,0.0,empty
211,3,516.0,399.0,0.0,0.0,0.0,0.0,0.0,empty
211,4,533.0,399.0,0.0,0.0,0.0,0.0,0.0,empty
212,1,481.5,412.0,0.0,0.0,0.0,0.0,0.0,empty
212,2,498.9054054054054,412.0,0.589871,0.585366,0.600383,0.585366,0.585366,candidate_marked
212,3,516.0,412.0,0.0,0.0,0.0,0.0,0.0,empty
212,4,533.0,412.0,0.0,0.0,0.0,0.0,0.0,empty
213,1,481.5,426.0,0.000201,0.0,0.00067,0.0,0.0,empty
213,2,498.5,426.0,0.0,0.0,0.0,0.0,0.0,empty
213,3,516.0,426.0,0.0,0.0,0.0,0.0,0.0,empty
213,4,533.0,426.0,0.757159,0.756098,0.759637,0.756098,0.756098,candidate_marked
214,1,481.5,439.0,0.687891,0.682927,0.699474,0.682927,0.682927,candidate_marked
214,2,499.0,439.0,0.0,0.0,0.0,0.0,0.0,empty
214,3,516.0,439.0,0.0,0.0,0.0,0.0,0.0,empty
214,4,533.0,439.0,0.0,0.0,0.0,0.0,0.0,empty
215,1,481.5,453.0,0.00023,0.0,0.000765,0.0,0.0,empty
215,2,498.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
215,3,516.0,453.0,0.0,0.0,0.0,0.0,0.0,empty
215,4,533.0,453.0,0.787489,0.780488,0.803826,0.780488,0.780488,candidate_marked
216,1,481.5,466.0,0.0,0.0,0.0,0.0,0.0,empty
216,2,499.0,466.0,0.0,0.0,0.0,0.0,0.0,empty
216,3,516.0,466.0,0.732052,0.731707,0.732855,0.731707,0.731707,candidate_marked
216,4,533.0,466.0,0.0,0.0,0.0,0.0,0.0,empty
217,1,481.5,480.0,0.000258,0.0,0.000861,0.0,0.0,empty
217,2,498.5,480.0,0.0,0.0,0.0,0.0,0.0,empty
217,3,516.0,480.0,0.0,0.0,0.0,0.0,0.0,empty
217,4,533.0,480.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
218,1,481.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
218,2,499.0,493.0,0.0,0.0,0.0,0.0,0.0,empty
218,3,516.0,493.0,0.707317,0.707317,0.707317,0.707317,0.707317,candidate_marked
218,4,533.0,493.0,0.0,0.0,0.0,0.0,0.0,empty
219,1,481.5,507.0,0.000287,0.0,0.000956,0.0,0.0,empty
219,2,499.0,507.0,0.0,0.0,0.0,0.0,0.0,empty
219,3,516.0,507.0,0.0,0.0,0.0,0.0,0.0,empty
219,4,533.0,507.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
220,1,481.5,520.0,0.0,0.0,0.0,0.0,0.0,empty
220,2,499.0,520.0,0.0,0.0,0.0,0.0,0.0,empty
220,3,516.0,520.0,0.0,0.0,0.0,0.0,0.0,empty
220,4,533.0,520.0,0.74802,0.756098,0.749498,0.731707,0.756098,candidate_marked
221,1,481.5,534.0,0.000316,0.0,0.001052,0.0,0.0,empty
221,2,498.9054054054054,534.0,0.735725,0.731707,0.745098,0.731707,0.731707,candidate_marked
221,3,516.0,534.0,0.0,0.0,0.0,0.0,0.0,empty
221,4,533.0,534.0,0.0,0.0,0.0,0.0,0.0,empty
222,1,481.5,547.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
222,2,498.9054054054054,547.0,0.729527,0.731707,0.724438,0.731707,0.731707,candidate_marked
222,3,516.0,547.0,0.0,0.0,0.0,0.0,0.0,empty
222,4,533.0,547.0,0.0,0.0,0.0,0.0,0.0,empty
223,1,481.5,561.0,0.000402,0.0,0.001339,0.0,0.0,empty
223,2,499.0,561.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
223,3,516.0,561.0,0.798235,0.804878,0.803061,0.780488,0.804878,candidate_marked
223,4,533.0,561.0,0.0,0.0,0.0,0.0,0.0,empty
224,1,481.5,574.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
224,2,498.9054054054054,574.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
224,3,516.0,574.0,0.0,0.0,0.0,0.0,0.0,empty
224,4,533.0,574.0,0.0,0.0,0.0,0.0,0.0,empty
225,1,481.5,587.5833333333334,0.724548,0.731707,0.728168,0.707317,0.731707,candidate_marked
225,2,499.0,588.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
225,3,516.0,587.5,0.015745,0.0,0.052484,0.0,0.0,empty
225,4,533.0,587.5,0.015549,0.0,0.05183,0.0,0.0,empty
226,1,481.5,601.0,0.730617,0.731707,0.728073,0.731707,0.731707,candidate_marked
226,2,499.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
226,3,516.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
226,4,533.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
227,1,481.5,614.5,0.015137,0.0,0.050458,0.0,0.0,empty
227,2,499.0,614.5,0.014882,0.0,0.049608,0.0,0.0,empty
227,3,516.0,614.5,0.780775,0.780488,0.781444,0.780488,0.780488,candidate_marked
227,4,533.0,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
228,1,481.5,628.0,0.755036,0.756098,0.752559,0.756098,0.756098,candidate_marked
228,2,499.0,628.0,0.0,0.0,0.0,0.0,0.0,empty
228,3,516.0,628.0,0.0,0.0,0.0,0.0,0.0,empty
228,4,533.0,628.0,0.0,0.0,0.0,0.0,0.0,empty
229,1,481.5,641.5,0.614032,0.609756,0.624008,0.609756,0.609756,candidate_marked
229,2,499.0,641.5,0.016196,0.0,0.053987,0.0,0.0,empty
229,3,516.0,641.5,0.015941,0.0,0.053137,0.0,0.0,empty
229,4,533.0,641.5,0.015745,0.0,0.052484,0.0,0.0,empty
230,1,481.5,655.0,0.000172,0.0,0.000574,0.0,0.0,empty
230,2,498.5,655.0,0.0,0.0,0.0,0.0,0.0,empty
230,3,516.0,655.0,0.0,0.0,0.0,0.0,0.0,empty
230,4,533.0,655.0,0.784476,0.780488,0.793783,0.780488,0.780488,candidate_marked
231,1,481.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
231,2,498.9054054054054,668.0,0.612281,0.609756,0.618173,0.609756,0.609756,candidate_marked
231,3,516.0,668.0,0.0,0.0,0.0,0.0,0.0,empty
231,4,533.0,668.0,0.0,0.0,0.0,0.0,0.0,empty
232,1,481.5,682.0,0.731908,0.731707,0.732377,0.731707,0.731707,candidate_marked
232,2,498.5,682.0,0.0,0.0,0.0,0.0,0.0,empty
232,3,516.0,682.0,0.0,0.0,0.0,0.0,0.0,empty
232,4,533.0,682.0,0.0,0.0,0.0,0.0,0.0,empty
233,1,481.5,695.0,0.609756,0.609756,0.609756,0.609756,0.609756,candidate_marked
233,2,499.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
233,3,516.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
233,4,533.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
234,1,481.5,709.0,0.00023,0.0,0.000765,0.0,0.0,empty
234,2,498.9054054054054,709.0,0.802798,0.804878,0.818269,0.780488,0.804878,candidate_marked
234,3,516.0,709.0,0.0,0.0,0.0,0.0,0.0,empty
234,4,533.0,709.0,0.0,0.0,0.0,0.0,0.0,empty
235,1,481.5,722.0,0.63231,0.634146,0.628025,0.634146,0.634146,candidate_marked
235,2,499.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
235,3,516.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
235,4,533.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
236,1,481.5,736.0,0.756356,0.756098,0.756958,0.756098,0.756098,candidate_marked
236,2,498.5,736.0,0.0,0.0,0.0,0.0,0.0,empty
236,3,516.0,736.0,0.0,0.0,0.0,0.0,0.0,empty
236,4,533.0,736.0,0.0,0.0,0.0,0.0,0.0,empty
237,1,481.5,749.0,0.0,0.0,0.0,0.0,0.0,empty
237,2,498.9054054054054,749.0,0.73099,0.731707,0.729316,0.731707,0.731707,candidate_marked
237,3,516.0,749.0,0.0,0.0,0.0,0.0,0.0,empty
237,4,533.0,749.0,0.0,0.0,0.0,0.0,0.0,empty
238,1,481.5,763.0,0.000316,0.0,0.001052,0.0,0.0,empty
238,2,499.0,763.0,0.0,0.0,0.0,0.0,0.0,empty
238,3,516.0,763.0,0.0,0.0,0.0,0.0,0.0,empty
238,4,533.0,763.0,0.779096,0.780488,0.796174,0.756098,0.780488,candidate_marked
239,1,481.5,776.0,0.764189,0.780488,0.76681,0.731707,0.780488,candidate_marked
239,2,499.0,776.0,0.0,0.0,0.0,0.0,0.0,empty
239,3,516.0,776.0,0.0,0.0,0.0,0.0,0.0,empty
239,4,533.0,776.0,0.0,0.0,0.0,0.0,0.0,empty
240,1,481.5,790.0,0.000373,0.0,0.001243,0.0,0.0,empty
240,2,498.9054054054054,790.0,0.812941,0.804878,0.831755,0.804878,0.804878,candidate_marked
240,3,516.0,790.0,0.0,0.0,0.0,0.0,0.0,empty
240,4,533.0,790.0,0.0,0.0,0.0,0.0,0.0,empty
241,1,481.5,803.0,0.77957,0.780488,0.777427,0.780488,0.780488,candidate_marked
241,2,499.0,803.0,0.0,0.0,0.0,0.0,0.0,empty
241,3,516.0,803.0,0.0,0.0,0.0,0.0,0.0,empty
241,4,533.0,803.0,0.0,0.0,0.0,0.0,0.0,empty
242,1,481.5,817.0,0.732798,0.731707,0.735342,0.731707,0.731707,candidate_marked
242,2,499.0,817.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
242,3,516.0,817.0,0.0,0.0,0.0,0.0,0.0,empty
242,4,533.0,817.0,0.0,0.0,0.0,0.0,0.0,empty
243,1,481.5,830.0,2.9e-05,0.0,9.6e-05,0.0,0.0,empty
243,2,499.0,830.0,0.0,0.0,0.0,0.0,0.0,empty
243,3,516.0,830.0,0.0,0.0,0.0,0.0,0.0,empty
243,4,533.0,830.0,0.731822,0.731707,0.73209,0.731707,0.731707,candidate_marked
244,1,481.5,843.5,0.017392,0.0,0.057974,0.0,0.0,empty
244,2,499.0,843.5,0.01598,0.0,0.053268,0.0,0.0,empty
244,3,516.0,843.5555555555555,0.707317,0.707317,0.707317,0.707317,0.707317,candidate_marked
244,4,533.0,843.5,0.015588,0.0,0.051961,0.0,0.0,empty
245,1,481.5,857.0,0.000115,0.0,0.000383,0.0,0.0,empty
245,2,499.0,857.0,0.0,0.0,0.0,0.0,0.0,empty
245,3,516.0,857.0,0.805595,0.804878,0.807269,0.804878,0.804878,candidate_marked
245,4,533.0,857.0,0.0,0.0,0.0,0.0,0.0,empty
246,1,481.5,870.5,0.015118,0.0,0.050392,0.0,0.0,empty
246,2,498.9054054054054,870.5,0.759742,0.756098,0.768245,0.756098,0.756098,candidate_marked
246,3,516.0,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
246,4,533.0,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
247,1,481.5,884.0,0.000143,0.0,0.000478,0.0,0.0,empty
247,2,499.0,884.0,0.0,0.0,0.0,0.0,0.0,empty
247,3,516.0,884.0,0.756098,0.756098,0.756098,0.756098,0.756098,candidate_marked
247,4,533.0,884.0,0.0,0.0,0.0,0.0,0.0,empty
248,1,481.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
248,2,498.9054054054054,897.0,0.75,0.756098,0.756098,0.731707,0.756098,candidate_marked
248,3,516.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
248,4,533.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
249,1,481.5,911.0,0.000201,0.0,0.00067,0.0,0.0,empty
249,2,498.5,911.0,0.0,0.0,0.0,0.0,0.0,empty
249,3,516.0,911.0,0.812597,0.804878,0.830607,0.804878,0.804878,candidate_marked
249,4,533.0,911.0,0.0,0.0,0.0,0.0,0.0,empty
250,1,481.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
250,2,499.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
250,3,516.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
250,4,533.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
251,1,576.5,264.0,0.0,0.0,0.0,0.0,0.0,empty
251,2,593.5,264.0,0.86241,0.853659,0.882831,0.853659,0.853659,candidate_marked
251,3,610.5,264.0,0.0,0.0,0.0,0.0,0.0,empty
251,4,627.5,264.0,0.000143,0.0,0.000478,0.0,0.0,empty
252,1,576.5,278.0,0.0,0.0,0.0,0.0,0.0,empty
252,2,593.5,278.0,0.001119,0.0,0.00373,0.0,0.0,empty
252,3,610.5,278.0,0.829268,0.829268,0.829268,0.829268,0.829268,candidate_marked
252,4,627.5,278.0,0.000574,0.0,0.001913,0.0,0.0,empty
253,1,576.5,291.0,0.0,0.0,0.0,0.0,0.0,empty
253,2,593.5,291.0,0.00066,0.0,0.0022,0.0,0.0,empty
253,3,610.5,291.0,0.0,0.0,0.0,0.0,0.0,empty
253,4,627.5,291.0,0.794247,0.804878,0.789766,0.780488,0.804878,candidate_marked
254,1,576.5,305.0,0.0,0.0,0.0,0.0,0.0,empty
254,2,593.5,305.0,0.001176,0.0,0.003922,0.0,0.0,empty
254,3,610.5,305.0,0.880803,0.878049,0.887231,0.878049,0.878049,candidate_marked
254,4,627.5,305.0,0.000631,0.0,0.002104,0.0,0.0,empty
255,1,576.5,318.0,0.853659,0.853659,0.853659,0.853659,0.853659,candidate_marked
255,2,593.5,318.0,0.000717,0.0,0.002391,0.0,0.0,empty
255,3,610.5,318.0,0.0,0.0,0.0,0.0,0.0,empty
255,4,627.5,318.0,0.000172,0.0,0.000574,0.0,0.0,empty
256,1,576.5,331.8611111111111,0.71076,0.707317,0.718795,0.707317,0.707317,candidate_marked
256,2,593.5,332.0,0.001234,0.0,0.004113,0.0,0.0,empty
256,3,610.5,332.0,0.0,0.0,0.0,0.0,0.0,empty
256,4,627.5,332.0,0.000689,0.0,0.002296,0.0,0.0,empty
257,1,576.5,345.0,0.0,0.0,0.0,0.0,0.0,empty
257,2,593.5,345.0,0.000717,0.0,0.002391,0.0,0.0,empty
257,3,610.5,345.0,0.0,0.0,0.0,0.0,0.0,empty
257,4,627.5,345.0,0.756298,0.756098,0.756767,0.756098,0.756098,candidate_marked
258,1,576.5,358.5,0.759024,0.756098,0.765854,0.756098,0.756098,candidate_marked
258,2,593.5,358.5,0.016294,0.0,0.054314,0.0,0.0,empty
258,3,610.5,358.5,0.014824,0.0,0.049412,0.0,0.0,empty
258,4,627.5,358.5,0.015431,0.0,0.051438,0.0,0.0,empty
259,1,576.5,372.0,0.904907,0.902439,0.910665,0.902439,0.902439,candidate_marked
259,2,593.5,372.0,0.000832,0.0,0.002774,0.0,0.0,empty
259,3,610.5,372.0,0.0,0.0,0.0,0.0,0.0,empty
259,4,627.5,372.0,0.000316,0.0,0.001052,0.0,0.0,empty
260,1,576.5,385.5,0.015275,0.0,0.050915,0.0,0.0,empty
260,2,593.5,385.5,0.635753,0.634146,0.639503,0.634146,0.634146,candidate_marked
260,3,610.5,385.5,0.015255,0.0,0.05085,0.0,0.0,empty
260,4,627.5,385.5,0.018039,0.0,0.060131,0.0,0.0,empty
261,1,576.5,399.0,0.0,0.0,0.0,0.0,0.0,empty
261,2,593.5,399.0,0.000832,0.0,0.002774,0.0,0.0,empty
261,3,610.5,399.0,0.853716,0.853659,0.85385,0.853659,0.853659,candidate_marked
261,4,627.5,399.0,0.000316,0.0,0.001052,0.0,0.0,empty
262,1,576.5,412.0,0.0,0.0,0.0,0.0,0.0,empty
262,2,593.5,412.0,0.56264,0.560976,0.566523,0.560976,0.560976,candidate_marked
262,3,610.5,412.0,0.0,0.0,0.0,0.0,0.0,empty
262,4,627.5,412.0,0.000143,0.0,0.000478,0.0,0.0,empty
263,1,576.5,426.0,0.0,0.0,0.0,0.0,0.0,empty
263,2,593.5,426.0,0.000947,0.0,0.003156,0.0,0.0,empty
263,3,610.5,426.0,0.878824,0.878049,0.880631,0.878049,0.878049,candidate_marked
263,4,627.5,426.0,0.000373,0.0,0.001243,0.0,0.0,empty
264,1,576.5,439.0,0.760689,0.756098,0.771401,0.756098,0.756098,candidate_marked
264,2,593.5,439.0,0.00066,0.0,0.0022,0.0,0.0,empty
264,3,610.5,439.0,0.0,0.0,0.0,0.0,0.0,empty
264,4,627.5,439.0,0.000143,0.0,0.000478,0.0,0.0,empty
265,1,576.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
265,2,593.5,453.0,0.848192,0.853659,0.855763,0.829268,0.853659,candidate_marked
265,3,610.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
265,4,627.5,453.0,0.000459,0.0,0.00153,0.0,0.0,empty
266,1,576.5,466.0,0.0,0.0,0.0,0.0,0.0,empty
266,2,593.5,466.0,0.00066,0.0,0.0022,0.0,0.0,empty
266,3,610.5,466.0,0.848623,0.853659,0.857197,0.829268,0.853659,candidate_marked
266,4,627.5,466.0,0.000143,0.0,0.000478,0.0,0.0,empty
267,1,576.5,480.0,0.0,0.0,0.0,0.0,0.0,empty
267,2,593.5,480.0,0.001004,0.0,0.003348,0.0,0.0,empty
267,3,610.5,480.0,0.885108,0.878049,0.901578,0.878049,0.878049,candidate_marked
267,4,627.5,480.0,0.000488,0.0,0.001626,0.0,0.0,empty
268,1,576.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
268,2,593.5,493.0,0.756872,0.756098,0.75868,0.756098,0.756098,candidate_marked
268,3,610.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
268,4,627.5,493.0,0.000143,0.0,0.000478,0.0,0.0,empty
269,1,576.5,507.0,0.0,0.0,0.0,0.0,0.0,empty
269,2,593.5,507.0,0.00109,0.0,0.003635,0.0,0.0,empty
269,3,610.5,507.0,0.0,0.0,0.0,0.0,0.0,empty
269,4,627.5,507.0,0.755839,0.756098,0.755237,0.756098,0.756098,candidate_marked
270,1,576.5,520.0,0.0,0.0,0.0,0.0,0.0,empty
270,2,593.5,520.0,0.00066,0.0,0.0022,0.0,0.0,empty
270,3,610.5,520.0,0.962941,0.97561,0.953706,0.95122,0.97561,candidate_marked
270,4,627.5,520.0,0.000143,0.0,0.000478,0.0,0.0,empty
271,1,576.5,534.0,0.732855,0.731707,0.735533,0.731707,0.731707,candidate_marked
271,2,593.5,534.0,0.001176,0.0,0.003922,0.0,0.0,empty
271,3,610.5,534.0,0.0,0.0,0.0,0.0,0.0,empty
271,4,627.5,534.0,0.000603,0.0,0.002009,0.0,0.0,empty
272,1,576.5,547.0,0.0,0.0,0.0,0.0,0.0,empty
272,2,593.5,547.0,0.000689,0.0,0.002296,0.0,0.0,empty
272,3,610.5,547.0,0.829268,0.829268,0.829268,0.829268,0.829268,candidate_marked
272,4,627.5,547.0,0.000172,0.0,0.000574,0.0,0.0,empty
273,1,576.5,561.0,0.73802,0.731707,0.75275,0.731707,0.731707,candidate_marked
273,2,593.5,561.0,0.001205,0.0,0.004017,0.0,0.0,empty
273,3,610.5,561.0,0.0,0.0,0.0,0.0,0.0,empty
273,4,627.5,561.0,0.00066,0.0,0.0022,0.0,0.0,empty
274,1,576.5,574.0,0.0,0.0,0.0,0.0,0.0,empty
274,2,593.5,574.0,0.755954,0.756098,0.755619,0.756098,0.756098,candidate_marked
274,3,610.5,574.0,0.0,0.0,0.0,0.0,0.0,empty
274,4,627.5,574.0,0.000172,0.0,0.000574,0.0,0.0,empty
275,1,576.5,587.5,0.015176,0.0,0.050588,0.0,0.0,empty
275,2,593.5,587.5,0.018588,0.0,0.061961,0.0,0.0,empty
